OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0002:20130506:100800:SR:VT:002,Sample-Routine,Water,,41400,0.422222222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0002,UPPER KLAMATH LAKE AT PELICAN MARINA,,,,,42.241722,-121.822306,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892093285,,,Chlorophyll a,Unfiltered,12.13451968,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0002%3A20130506%3A100800%3ASR%3AVT%3A002/results/892093285/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:25,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20130716:115500:SR:VT:002,Sample-Routine,Water,,41471,0.496527778,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095160,,,Chlorophyll a,Unfiltered,155.4964923,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20130716%3A115500%3ASR%3AVT%3A002/results/892095160/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:35,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20130923:140000:SR:VT:002,Sample-Routine,Water,,41540,0.583333333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096926,,,Chlorophyll a,Unfiltered,39.93155929,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20130923%3A140000%3ASR%3AVT%3A002/results/892096926/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:47,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0001:20130408:103300:SR:VT:002,Sample-Routine,Water,,41372,0.439583333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0001,UPPER KLAMATH LAKE AT FREMONT BRIDGE,,,,,42.23861,-121.80588,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892092717,,,Chlorophyll a,Unfiltered,0.828399228,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0001%3A20130408%3A103300%3ASR%3AVT%3A002/results/892092717/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:22,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20130909:105900:SR:VT:002,Sample-Routine,Water,,41526,0.457638889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096563,,,Chlorophyll a,Unfiltered,11.23430841,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20130909%3A105900%3ASR%3AVT%3A002/results/892096563/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:45,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0002:20130827:095800:SR:VT:002,Sample-Routine,Water,,41513,0.415277778,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0002,UPPER KLAMATH LAKE AT PELICAN MARINA,,,,,42.241722,-121.822306,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096222,,,Chlorophyll a,Unfiltered,8.521293194,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0002%3A20130827%3A095800%3ASR%3AVT%3A002/results/892096222/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:43,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20130729:145400:SR:VT:002,Sample-Routine,Water,,41484,0.620833333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095483,,,Chlorophyll a,Unfiltered,97.89184617,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20130729%3A145400%3ASR%3AVT%3A002/results/892095483/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:37,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0001:20130213:112500:SR:VT:002,Sample-Routine,Water,,41318,0.475694444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0001,UPPER KLAMATH LAKE AT FREMONT BRIDGE,,,,,42.23861,-121.80588,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892092591,,,Chlorophyll a,Unfiltered,17.71259917,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0001%3A20130213%3A112500%3ASR%3AVT%3A002/results/892092591/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:22,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20130618:142200:SR:VT:002,Sample-Routine,Water,,41443,0.598611111,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892094424,,,Chlorophyll a,Unfiltered,139.0858918,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20130618%3A142200%3ASR%3AVT%3A002/results/892094424/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:31,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0010:20130812:152600:SR:VT:002,Sample-Routine,Water,,41498,0.643055556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0010,AGENCY LAKE SOUTH,,,,,42.523583,-121.984278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095840,,,Chlorophyll a,Unfiltered,25.15988398,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0010%3A20130812%3A152600%3ASR%3AVT%3A002/results/892095840/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:40,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20130716:155000:SR:VT:002,Sample-Routine,Water,,41471,0.659722222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095133,,,Chlorophyll a,Unfiltered,59.98572893,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20130716%3A155000%3ASR%3AVT%3A002/results/892095133/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:35,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20130702:142500:SR:VT:002,Sample-Routine,Water,,41457,0.600694444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892094791,,,Chlorophyll a,Unfiltered,139.8047513,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20130702%3A142500%3ASR%3AVT%3A002/results/892094791/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:33,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0007:20130909:132500:SR:VT:002,Sample-Routine,Water,,41526,0.559027778,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0007,UPPER KLAMATH LAKE AT SHOAL WATER BAY,,,,,42.40725,-121.963083,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096590,,,Chlorophyll a,Unfiltered,23.69784896,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0007%3A20130909%3A132500%3ASR%3AVT%3A002/results/892096590/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:45,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20131007:141500:SR:VT:002,Sample-Routine,Water,,41554,0.59375,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892097194,,,Chlorophyll a,Unfiltered,10.0354048,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20131007%3A141500%3ASR%3AVT%3A002/results/892097194/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:48,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20130812:155300:SR:VT:002,Sample-Routine,Water,,41498,0.661805556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095831,,,Chlorophyll a,Unfiltered,18.56939389,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20130812%3A155300%3ASR%3AVT%3A002/results/892095831/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:40,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20130812:112000:SR:VT:002,Sample-Routine,Water,,41498,0.472222222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095867,,,Chlorophyll a,Unfiltered,51.50235786,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20130812%3A112000%3ASR%3AVT%3A002/results/892095867/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:41,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20130716:105000:SR:VT:002,Sample-Routine,Water,,41471,0.451388889,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095196,,,Chlorophyll a,Unfiltered,230.4793935,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20130716%3A105000%3ASR%3AVT%3A002/results/892095196/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:35,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20130604:102500:SR:VT:002,Sample-Routine,Water,,41429,0.434027778,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892094050,,,Chlorophyll a,Unfiltered,38.39028464,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20130604%3A102500%3ASR%3AVT%3A002/results/892094050/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:29,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0010:20131021:151200:SR:VT:002,Sample-Routine,Water,,41568,0.633333333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0010,AGENCY LAKE SOUTH,,,,,42.523583,-121.984278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892097516,,,Chlorophyll a,Unfiltered,4.799741239,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0010%3A20131021%3A151200%3ASR%3AVT%3A002/results/892097516/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:50,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0001:20130506:085500:SR:VT:002,Sample-Routine,Water,,41400,0.371527778,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0001,UPPER KLAMATH LAKE AT FREMONT BRIDGE,,,,,42.23861,-121.80588,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892093258,,,Chlorophyll a,Unfiltered,11.02047117,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0001%3A20130506%3A085500%3ASR%3AVT%3A002/results/892093258/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:25,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0007:20130604:130800:SR:VT:002,Sample-Routine,Water,,41429,0.547222222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0007,UPPER KLAMATH LAKE AT SHOAL WATER BAY,,,,,42.40725,-121.963083,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892094014,,,Chlorophyll a,Unfiltered,25.97712028,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0007%3A20130604%3A130800%3ASR%3AVT%3A002/results/892094014/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:29,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20130716:112300:SR:VT:002,Sample-Routine,Water,,41471,0.474305556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892095169,,,Chlorophyll a,Unfiltered,191.7730299,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20130716%3A112300%3ASR%3AVT%3A002/results/892095169/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:35,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0010:20130923:144000:SR:VT:002,Sample-Routine,Water,,41540,0.611111111,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0010,AGENCY LAKE SOUTH,,,,,42.523583,-121.984278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892096854,,,Chlorophyll a,Unfiltered,5.321859131,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0010%3A20130923%3A144000%3ASR%3AVT%3A002/results/892096854/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:05:47,STORET
